,age,gender,COB,hours_work,social_media_use,rent,friends_count,stress_level,highest_speed,relationship_status,dates,standard_drinks,countries,drug_use_q,drug_usea,drug_useb,drug_use_ans,student_type,mainstream_advanced,semesters,commute,data_interest _1,mark_goal,hours_studying,lecture_mode,study_type,learner_style
447,21.0,Male,China,5.0,3.0,1600.0,5.0,4.0,120.0,Single,0.0,1.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,20.0,2.0,70.0,1.0,I,It changes depending on the subject,Style 2
448,18.0,Female,China,0.0,20.0,600.0,2.0,7.0,120.0,In a relationship,30.0,0.0,3.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,15.0,8.0,90.0,8.0,Other,It changes depending on the subject,Style 2
449,19.0,Female,China,4.0,2.45,700.0,5.0,6.0,0.0,Single,0.0,2.0,5.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,20.0,6.0,90.0,2.0,I,It changes depending on the subject,Style 3
450,18.0,Male,China,40.0,0.5,689.0,15.0,4.0,120.0,Single,90.0,5.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,20.0,10.0,100.0,4.0,I,I work steadily all semester,Style 1
451,18.0,Female,Australia,12.0,3.0,0.0,5.0,7.0,150.0,Single,1.0,0.0,4.0,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,0.0,100.0,3.0,75.0,2.0,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
452,17.0,Male,Indonesia ,0.0,5.0,500.0,25.0,5.0,150.0,In a relationship,10.0,0.0,8.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,30.0,8.0,90.0,5.0,I,It changes depending on the subject,Style 2
453,18.0,Male,indonesia,0.0,4.5,720.0,25.0,5.0,220.0,Single,0.0,0.0,20.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,25.0,6.0,100.0,4.0,I,It changes depending on the subject,Style 2
454,20.0,Male,China,70.0,4.0,500.0,1.0,5.0,120.0,Single,0.0,0.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,20.0,7.0,80.0,10.0,I,I work steadily all semester,Style 1
455,19.0,Male,China,0.0,30.0,600.0,6.0,6.0,140.0,Single,0.0,0.0,2.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,10.0,7.0,85.0,4.0,Recording,It changes depending on the subject,Style 1
456,18.0,Male,China,0.0,5.0,680.0,10.0,5.0,90.0,Single,0.0,0.0,8.0,Have you ever used recreational drugs,Yes,,Yes,International,DATA1001,1.0,20.0,5.0,100.0,5.0,I,I leave things to the last minute,Style 2
457,18.0,Male,India,0.0,2.1,490.0,25.0,3.0,120.0,Single,0.0,3.0,2.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,15.0,10.0,90.0,10.0,I,It changes depending on the subject,Style 1
458,24.0,Male,Australia,10.0,3.5,150.0,2.0,7.0,200.0,Single,0.0,0.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,5.0,60.0,6.0,100.0,6.0,Recording,It changes depending on the subject,Style 2
459,23.0,Female,Singapore,1.0,7.0,650.0,10.0,6.0,70.0,Single,6.0,0.0,12.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,3.0,10.0,6.0,95.0,5.0,Recording,It changes depending on the subject,Style 3
460,20.0,Female,Botswana ,0.0,4.0,0.0,0.0,7.0,150.0,Single,0.0,0.0,2.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,20.0,5.0,85.0,8.0,I,I work steadily all semester,Style 3
461,20.0,Male,China,12.0,5.0,520.0,1.0,7.0,120.0,In a relationship,3.0,3.0,4.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,30.0,6.0,85.0,5.0,I,I leave things to the last minute,Style 1
462,18.0,Female,China,0.0,2.2,739.0,5.0,7.0,65.0,Single,0.0,0.0,9.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,15.0,7.0,90.0,12.0,I,I work steadily all semester,Style 3
463,18.0,Female,Lebanon,0.0,5.0,200.0,12.0,1.0,60.0,Single,0.0,0.0,2.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,45.0,7.0,90.0,3.0,Recording,It changes depending on the subject,Style 3
464,19.0,Male,New Zealand,0.0,1.75,360.0,5.0,5.0,120.0,In a relationship,40.0,5.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,15.0,8.0,90.0,3.0,Recording,I leave things to the last minute,Style 3
465,20.0,Female,Australia,0.0,5.4,0.0,6.0,4.0,125.0,In a relationship,10.0,4.0,5.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,3.0,30.0,2.0,80.0,2.0,Recording,It changes depending on the subject,Style 2
466,19.0,Female,China,42.0,7.0,760.0,1.0,6.0,140.0,Single,1.0,0.0,5.0,Have you ever used recreational drugs,No,,No,International,DATA1001,4.0,20.0,7.0,90.0,7.0,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
467,20.0,Female,Australia,32.0,7.1,0.0,3.0,2.0,120.0,In a relationship,20.0,20.0,22.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,4.0,30.0,3.0,80.0,2.0,I,I leave things to the last minute,Style 1
468,18.0,Male,Saudi Arabia,0.0,5.25,600.0,10.0,3.0,191.0,Single,0.0,0.0,6.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,10.0,5.0,80.0,6.0,I,It changes depending on the subject,Style 2
469,18.0,Female,China,9.0,3.0,410.0,2.0,4.0,1.0,Single,0.0,0.0,2.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,40.0,7.0,100.0,6.0,I,I work steadily all semester,Style 1
470,17.0,Female,India,0.0,0.9,549.0,18.0,0.0,120.0,Single,0.0,0.0,9.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,10.0,3.0,80.0,4.0,I,I work steadily all semester,Style 3
471,19.0,Male,Mongolia,0.0,4.21,0.0,3.0,4.0,140.0,Single,0.0,0.0,4.0,Have you ever used recreational drugs,No,,No,International,DATA1901,2.0,4.0,7.0,95.0,4.0,I,I leave things to the last minute,Style 1
472,20.0,Male,China,25.0,8.0,659.0,3.0,6.0,130.0,In a relationship,1.0,7.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,45.0,8.0,80.0,10.0,I,It changes depending on the subject,Style 2
473,18.0,Male,Australia,4.0,7.5,0.0,10.0,6.0,130.0,Single,6.0,0.0,4.0,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,1.0,100.0,3.0,75.0,2.0,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
474,18.0,Female,Australia,0.0,2.47,0.0,4.0,1.0,110.0,In a relationship,10.0,0.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,30.0,5.0,85.0,5.0,Recording,It changes depending on the subject,Style 2
475,18.0,Male,Australia,0.0,3.38,0.0,8.0,2.0,140.0,Single,0.0,0.0,2.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,70.0,6.0,90.0,4.0,Recording,It changes depending on the subject,Style 3
476,18.0,Male,China,25.0,3.0,750.0,4.0,7.0,100.0,Single,100.0,3.0,4.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,5.0,6.0,85.0,5.0,Recording,I work steadily all semester,Style 2
477,18.0,Male,China,15.0,1.0,750.0,6.0,8.0,70.0,Single,100.0,3.0,7.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,40.0,9.0,85.0,20.0,I,It changes depending on the subject,Style 1
478,22.0,Female,UK,0.0,6.0,350.0,10.0,5.0,120.0,Single,6.0,2.0,20.0,Have you ever used recreational drugs,No,,No,International,DATA1001,4.0,30.0,7.0,60.0,10.0,Recording,I work steadily all semester,Style 1
479,20.0,Prefer not to say,Vietnam,0.0,5.0,360.0,8.0,6.0,120.0,Its complicated,0.0,7.0,5.0,Have you ever used recreational drugs,Prefer not to say,,Prefer not to say,International,DATA1001,4.0,40.0,7.0,85.0,4.0,Lecture Slides,It changes depending on the subject,Style 3
480,20.0,Female,USA,0.0,6.25,0.0,7.0,7.0,144.0,Single,0.0,2.0,12.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,4.0,20.0,7.0,80.0,3.0,I,I work steadily all semester,Style 3
481,23.0,Female,USA,20.0,8.0,0.0,0.0,8.0,160.0,Single,0.0,7.0,7.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,7.0,70.0,3.0,80.0,20.0,Recording,I leave things to the last minute,Style 3
482,20.0,Female,Germany,0.0,2.21,699.0,30.0,1.0,250.0,In a relationship,4.0,6.0,30.0,Have you ever used recreational drugs,Prefer not to say,,Prefer not to say,International,DATA1001,4.0,10.0,5.0,80.0,4.0,Recording,I work steadily all semester,Style 1
483,19.0,Male,China,3.0,6.0,480.0,3.0,7.0,170.0,Single,0.0,0.0,2.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,40.0,4.0,75.0,7.0,Recording,I leave things to the last minute,Style 2
484,17.0,Male,Vietnam,0.0,5.47,756.0,4.0,1.0,120.0,Single,0.0,0.0,7.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,15.0,9.0,80.0,3.0,I,It changes depending on the subject,Style 1
485,19.0,Female,China,5.0,10.0,800.0,5.0,5.0,200.0,Single,0.0,0.0,10.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,20.0,5.0,75.0,3.0,I,It changes depending on the subject,Style 2
486,18.0,Male,Vietnam,0.0,6.22,165.0,8.0,5.0,120.0,In a relationship,1.0,2.0,3.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,20.0,7.0,100.0,3.0,Recording,It changes depending on the subject,Style 1
487,18.0,Male,India,0.0,2.5,500.0,1.0,3.0,150.0,In a relationship,2.0,4.0,11.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,10.0,7.0,80.0,5.0,I,It changes depending on the subject,Style 2
488,18.0,Female,India,0.0,6.0,456.0,1.0,10.0,120.0,In a relationship,0.0,7.0,2.0,Have you ever used recreational drugs,Prefer not to say,,Prefer not to say,International,DATA1001,1.0,10.0,7.0,60.0,3.0,Recording,I leave things to the last minute,Style 2
489,20.0,Female,China,24.0,6.0,620.0,20.0,8.0,130.0,Single,0.0,8.0,10.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,2.0,50.0,7.0,90.0,6.0,Recording,It changes depending on the subject,Style 1
490,19.0,Female,China,24.0,3.5,510.0,4.0,7.0,170.0,Single,31.0,2.0,14.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,15.0,0.0,90.0,4.0,Recording,It changes depending on the subject,Style 3
491,19.0,Female,China,12.0,1.0,0.0,2.0,2.0,90.0,Single,0.0,0.0,3.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,2.0,40.0,7.0,85.0,3.0,I,I leave things to the last minute,Style 3
492,20.0,Male,China,0.0,5.0,1280.0,6.0,4.0,120.0,Single,0.0,0.0,7.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,60.0,6.0,80.0,5.0,Recording,It changes depending on the subject,Style 1
493,19.0,Male,China,0.0,6.0,900.0,3.0,10.0,0.0,Single,0.0,0.0,10.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,40.0,5.0,60.0,6.0,I,I work steadily all semester,Style 2
494,20.0,Female,Australia,24.0,29.29,80.0,2.0,8.0,130.0,Single,5.0,2.0,3.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,2.0,30.0,7.0,75.0,5.0,Recording,It changes depending on the subject,Style 1
495,18.0,Female,India,16.0,6.0,0.0,2.0,1.0,110.0,Single,0.0,0.0,4.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,90.0,4.0,85.0,3.0,I,I work steadily all semester,Style 3
496,20.0,Male,New Zealand,10.0,5.0,450.0,5.0,6.0,130.0,Its complicated,2.0,0.0,4.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1901,5.0,20.0,4.0,100.0,6.0,Live Stream from Lecture Theatre,I leave things to the last minute,Style 3
497,19.0,Female,China,10.0,4.0,410.0,5.0,6.0,150.0,Single,0.0,0.0,4.0,Have you ever used recreational drugs,No,,No,International,DATA1001,5.0,15.0,10.0,100.0,10.0,I,I work steadily all semester,Style 3
498,18.0,Female,India,0.0,5.38,539.0,0.0,8.0,140.0,Single,0.0,0.0,4.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1901,0.0,30.0,9.0,94.0,1.0,I,It changes depending on the subject,Style 1
499,19.0,Female,Australia,25.0,3.5,50.0,20.0,7.0,120.0,Single,1.0,5.0,4.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,10.0,4.0,70.0,2.0,Recording,It changes depending on the subject,Style 1
500,19.0,Female,India,13.5,5.0,400.0,5.0,8.0,60.0,Single,0.0,4.0,5.0,Have you ever used recreational drugs,No,,No,International,DATA1001,2.0,5.0,5.0,90.0,3.0,I,It changes depending on the subject,Style 2
501,18.0,Female,China,14.0,9.1,715.0,7.0,4.0,120.0,In a relationship,25.0,6.0,6.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,10.0,9.0,90.0,5.0,Recording,It changes depending on the subject,Style 3
502,20.0,Female,China,0.0,4.77,400.0,4.0,6.0,120.0,Single,0.0,0.0,3.0,Have you ever used recreational drugs,No,,No,International,DATA1001,1.0,30.0,4.0,70.0,3.0,I,It changes depending on the subject,Style 2
503,18.0,Female,Australia,18.0,2.0,0.0,18.0,4.0,138.0,Single,0.0,2.0,13.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,50.0,2.0,65.0,3.0,Recording,I work steadily all semester,Style 2
504,20.0,Female,India,0.0,5.0,378.0,10.0,4.0,0.0,Single,5.0,3.0,10.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,2.0,5.0,2.0,75.0,8.0,Recording,I work steadily all semester,Style 2
505,19.0,Male,China,0.0,6.0,350.0,0.0,2.0,40.0,Single,0.0,3.0,6.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,20.0,3.0,5.0,15.0,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
506,17.0,Female,China,10.0,6.0,510.0,5.0,5.0,110.0,Single,20.0,10.0,6.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,40.0,6.0,95.0,8.0,Recording,I work steadily all semester,Style 1
507,18.0,Male,Taiwan,5.0,5.2,335.0,30.0,8.0,120.0,Single,0.0,2.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,20.0,5.0,9.0,4.0,I,I work steadily all semester,Style 1
508,19.0,Male,USA,0.0,4.0,0.0,50.0,6.0,140.0,Single,5.0,20.0,4.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,1.0,5.0,7.0,90.0,5.0,Recording,I work steadily all semester,Style 3
509,21.0,Female,Vietnam,7.0,8.15,250.0,6.0,4.0,80.0,Single,2.0,3.0,2.0,Have you ever used recreational drugs,No,,No,International,DATA1001,3.0,30.0,10.0,95.0,10.0,I,I work steadily all semester,Style 3
510,20.0,Female,China,5.0,8.25,700.0,1.0,6.0,160.0,In a relationship,1.0,0.0,10.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,3.0,45.0,6.0,85.0,2.0,Recording,It changes depending on the subject,Style 1
511,22.0,Female,China,0.0,3.5,480.0,15.0,8.0,90.0,In a relationship,15.0,0.0,5.0,Have you ever used recreational drugs,No,,No,International,DATA1001,8.0,30.0,7.0,97.0,10.0,Recording,I work steadily all semester,Style 3
512,19.0,Male,India,0.0,3.5,378.0,10.0,5.0,120.0,Single,0.0,1.0,7.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,5.0,5.0,95.0,2.0,I,It changes depending on the subject,Style 3
513,19.0,Female,Japan,0.0,4.19,600.0,16.0,7.0,0.0,Single,8.0,1.0,9.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,3.0,8.0,95.0,4.0,I,It changes depending on the subject,Style 2
514,22.0,Male,Denmark,0.0,1.5,370.0,25.0,1.0,245.0,Single,10.0,25.0,27.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,4.0,15.0,8.0,90.0,5.0,Recording,I work steadily all semester,Style 3
515,18.0,Male,Mongolia,0.0,7.75,0.0,25.0,7.0,150.0,In a relationship,2.0,0.0,2.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,10.0,8.0,100.0,6.0,I,I work steadily all semester,Style 3
516,18.0,Female,Malaysia,1.0,1.5,354.0,7.0,5.0,120.0,Single,0.0,0.0,17.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,15.0,1.0,92.0,3.0,Recording,I work steadily all semester,Style 3
517,20.0,Male,China,30.0,6.0,2000.0,4.0,6.0,120.0,Single,0.0,4.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,10.0,3.0,65.0,15.0,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
