Progress,consent ,age ,gender ,country_of_birth ,country_of_birth _5_TEXT,hours_work ,social_media_use ,rent ,friends_count ,si_1,highest_speed ,relationship_status ,dates ,standard_drinks ,countries ,drug_use_q,drug_usea,drug_useb ,drug_use_ans,student_type ,mainstream_advanced ,semesters ,commute ,data_interest _1,mark_goal ,hours_studying ,lecture_mode ,study_type ,learner_style 
100,I consent to take part in the study,18,Female,Australia,,18,2,0,18,4,138,Single,0,2,13,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,50,2,65,3,Recording,I work steadily all semester,Style 2
100,I consent to take part in the study,20,Female,India,,0,5,378,10,4,0,Single,5,3,10,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,2,5,2,75,8,Recording,I work steadily all semester,Style 2
100,I consent to take part in the study,19,Male,China,,0,6,350,0,2,40,Single,0,3,6,Have you ever used recreational drugs,No,,No,International,DATA1001,0,20,3,5,15,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
100,I consent to take part in the study,17,Female,China,,10,6,510,5,5,110,Single,20,10,6,Have you ever used recreational drugs,No,,No,International,DATA1001,0,40,6,95,8,Recording,I work steadily all semester,Style 1
100,I consent to take part in the study,18,Male,Other Please Specify,Taiwan,5,5.2,335,30,8,120,Single,0,2,5,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1,20,5,9,4,I,I work steadily all semester,Style 1
100,I consent to take part in the study,19,Male,USA,,0,4,0,50,6,140,Single,5,20,4,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,1,5,7,90,5,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,21,Female,Other Please Specify,Vietnam,7,8.15,250,6,4,80,Single,2,3,2,Have you ever used recreational drugs,No,,No,International,DATA1001,3,30,10,95,10,I,I work steadily all semester,Style 3
100,I consent to take part in the study,20,Female,China,,5,8.25,700,1,6,160,In a relationship,1,0,10,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,3,45,6,85,2,Recording,It changes depending on the subject,Style 1
100,I consent to take part in the study,22,Female,China,,0,3.5,480,15,8,90,In a relationship,15,0,5,Have you ever used recreational drugs,No,,No,International,DATA1001,8,30,7,97,10,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,19,Male,India,,0,3.5,378,10,5,120,Single,0,1,7,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,5,5,95,2,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,19,Female,Other Please Specify,Japan,0,4.19,600,16,7,0,Single,8,1,9,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1,3,8,95,4,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,22,Male,Other Please Specify,Denmark,0,1.5,370,25,1,245,Single,10,25,27,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,4,15,8,90,5,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,18,Male,Other Please Specify,Mongolia,0,7.75,0,25,7,150,In a relationship,2,0,2,Have you ever used recreational drugs,No,,No,International,DATA1001,0,10,8,100,6,I,I work steadily all semester,Style 3
100,I consent to take part in the study,18,Female,Other Please Specify,Malaysia,1,1.5,354,7,5,120,Single,0,0,17,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,15,1,92,3,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,20,Male,China,,30,6,2000,4,6,120,Single,0,4,3,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1,10,3,65,15,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
100,I DO NOT consent to take part in the study,,,,,,,,,,,,,,,,,,,,,,,,,,,,
